,cation_exchange_capacity,crop_name,humidity,nitrogen,phosphorus,potassium,rainfall,soil_moisture,soil_ph,temperature,test
566,30,mothbeans,61.18749126,38.0,38.0,18.0,35.73403813,4.0,6.294130313,26.31051759,test 1
567,25,mothbeans,44.2252605,23.0,37.0,24.0,33.95825723,6.0,7.991902443,28.77833449,test 1
568,27,mothbeans,43.35365671,25.0,35.0,20.0,71.90018566,5.0,8.923095695,28.90245417,test 1
569,28,mothbeans,57.69622912,40.0,45.0,20.0,38.34303462,5.5,6.878498176,29.37687468,test 1
570,31,mothbeans,58.25204566,23.0,58.0,19.0,59.18953429,5.5,5.243634849,24.17093241,test 1
571,32,mothbeans,59.79023382,2.0,56.0,23.0,36.91852635,5.5,7.550090941,26.65333029,test 1
572,33,mothbeans,53.50567601,3.0,56.0,17.0,52.13580529,5.5,8.709291688,28.19912143,test 1
573,36,mothbeans,52.62741529,26.0,51.0,25.0,55.21606732,5.5,7.792508068,28.76488954,test 1
574,39,mothbeans,61.25353851,39.0,42.0,20.0,40.82840673,5.5,8.055908858,29.3499706,test 1
575,7,mothbeans,52.60950014,27.0,59.0,20.0,36.01203025,5.5,4.397698806,28.00937423,test 1
576,6,mothbeans,48.8246387,24.0,45.0,19.0,34.7426459,5.5,5.952384957,26.85851927,test 1
577,44,mothbeans,40.92604945,7.0,40.0,17.0,53.78769958,5.5,8.532078733,31.2123945,test 1
578,42,mothbeans,61.43378674,15.0,45.0,23.0,46.0203959,5.5,7.224193642,24.20422636,test 1
579,43,mothbeans,49.60384796,26.0,52.0,23.0,52.92929636,5.0,4.931890506,29.98835437,test 1
580,44,mothbeans,54.61813464,20.0,45.0,16.0,45.43669946,5.5,4.626212446,29.93964907,test 1
581,42,mothbeans,41.55934359,34.0,54.0,24.0,68.80141783,5.5,5.026003659,31.2119298,test 1
582,33,mothbeans,48.23991436,19.0,51.0,25.0,43.87801983,6.5,3.5253661,26.80474415,test 1
583,32,mothbeans,62.84916863,29.0,41.0,21.0,64.56807592,5.0,8.86979671,31.49398069,test 1
584,35,mothbeans,46.42693735,20.0,50.0,22.0,38.31597852,4.0,9.406887533,30.99694676,test 1
585,31,mothbeans,63.04749127,11.0,40.0,23.0,50.1978269,5.5,5.80428611,29.61253065,test 1
586,30,mothbeans,57.03184356,15.0,54.0,15.0,44.86052932,5.5,8.35495812,29.97604322,test 1
587,25,mothbeans,52.62696801,35.0,55.0,22.0,55.51932414,6.5,8.634929739,30.88883074,test 1
588,27,mothbeans,60.16299493,9.0,59.0,25.0,35.37493212,4.0,7.699200949,30.39321309,test 1
589,28,mothbeans,55.20522037,40.0,45.0,18.0,30.92014047,6.0,5.261285926,30.43683729,test 1
590,31,mothbeans,63.18180319,35.0,38.0,19.0,32.71129281,5.0,9.112771682,25.32688786,test 1
591,32,mothbeans,59.96664731,14.0,58.0,17.0,33.48919022,5.5,4.605700542,30.53684308,test 1
592,33,mothbeans,40.5926071,40.0,55.0,18.0,47.95406479,5.5,7.115994051,30.38257873,test 1
593,36,mothbeans,53.76623369,18.0,36.0,23.0,35.03404425,5.5,7.214078621,24.01825377,test 1
594,39,mothbeans,61.14754363,35.0,52.0,15.0,65.67591794,5.5,9.93509073,28.69841277,test 1
595,7,mothbeans,49.00323081,4.0,59.0,22.0,42.44054315,5.5,8.914074888,29.33743412,test 1
596,6,mothbeans,61.34900107,22.0,51.0,16.0,70.10472076,5.5,8.639586199,27.96583691,test 1
597,44,mothbeans,48.27531965,33.0,47.0,17.0,63.9187654,5.5,8.621514073,24.86803974,test 1
598,42,mothbeans,45.96341933,2.0,51.0,17.0,38.53254678,5.5,5.838508699,25.87682261,test 1
599,43,mothbeans,49.9767522,16.0,51.0,21.0,32.81296548,5.5,3.532008668,31.01963639,test 1
600,44,mungbean,87.80507732,19.0,55.0,20.0,54.73367631,5.5,7.18530147,27.43329405,test 1
601,42,mungbean,80.77275974,8.0,54.0,20.0,38.7976407,5.0,7.034214276,28.3340432,test 1
602,33,mungbean,84.34262707,36.0,55.0,20.0,55.296354,5.5,6.635968698,27.01470397,test 1
603,32,mungbean,81.04554836,10.0,56.0,16.0,36.35720652,5.5,6.828187499,28.17432665,test 1
604,35,mungbean,87.32761241,22.0,56.0,17.0,44.75215854,6.5,6.89077995,29.87888063,test 1
605,31,mungbean,89.71503316,9.0,57.0,24.0,42.99498978,5.0,7.165121109,29.89232778,test 1
606,30,mungbean,83.24855855,34.0,59.0,23.0,56.48265193,4.0,6.935804256,28.56212158,test 1
607,25,mungbean,85.5701901,31.0,51.0,25.0,53.01899249,5.5,7.196774236,27.53592929,test 1
608,27,mungbean,87.93598094,0.0,49.0,18.0,41.82490236,5.5,6.990095452,29.68361658,test 1
609,28,mungbean,82.1193047,21.0,39.0,20.0,46.75690086,6.5,7.064782138,28.14448546,test 1
610,31,mungbean,86.73346018,28.0,35.0,22.0,59.87232071,4.0,7.156563094,29.53037621,test 1
611,32,mungbean,86.45147631,17.0,52.0,17.0,44.64407105,6.0,6.364967184,27.88352946,test 1
612,33,mungbean,82.35916228,24.0,42.0,23.0,44.01206619,5.0,6.428054409,28.22471276,test 1
613,36,mungbean,84.96089355,28.0,46.0,16.0,45.91011391,5.5,6.664187809,29.008124,test 1
614,39,mungbean,86.45193297,21.0,38.0,21.0,37.54602719,5.5,6.637677489,29.75538903,test 1
615,7,mungbean,85.16906976,34.0,60.0,25.0,40.77872823,5.5,6.79385576,29.78416743,test 1
616,6,mungbean,80.4513142,19.0,53.0,22.0,42.83053902,5.5,6.852884643,27.8640132,test 1
617,44,mungbean,84.96771717,31.0,58.0,15.0,51.52617423,5.5,7.121571293,27.11026483,test 1
618,42,mungbean,83.64274107,19.0,35.0,24.0,49.11964582,5.5,6.883308033,27.11030369,test 1
619,43,mungbean,89.07866095,24.0,53.0,17.0,57.65901369,5.5,6.421271178,28.95451232,test 1
620,44,mungbean,87.93724219,13.0,47.0,20.0,43.1386631,5.5,6.54450214,29.21780035,test 1
621,42,mungbean,85.81675947,31.0,53.0,16.0,48.54598575,5.5,6.452006451,28.7420098,test 1
622,33,mungbean,80.29868321,28.0,45.0,23.0,56.76278363,5.5,6.489259136,29.65021184,test 1
623,32,mungbean,86.404241,31.0,37.0,21.0,37.31236904,5.0,6.713410626,27.23924995,test 1
624,35,mungbean,81.67085323,33.0,60.0,15.0,56.51103293,5.5,6.510840928,28.95172351,test 1
625,31,mungbean,82.60629652,34.0,45.0,21.0,37.01110438,5.5,6.287380117,28.18837136,test 1
626,30,mungbean,86.20681554,13.0,57.0,25.0,50.47333854,6.5,6.86308576,28.30041493,test 1
627,25,mungbean,88.71782287,33.0,57.0,17.0,57.79863368,5.0,6.78415271,27.89636126,test 1
628,27,mungbean,87.50436797,32.0,57.0,22.0,44.56598352,4.0,6.769415888,28.6899851,test 1
629,28,mungbean,88.73100226,23.0,59.0,25.0,56.68833819,5.5,6.320768488,27.8262623,test 1
630,31,mungbean,81.59200689,35.0,41.0,18.0,59.87065439,5.5,6.705008504,28.70562673,test 1
631,32,mungbean,84.61431076,6.0,48.0,24.0,48.48319335,6.5,6.790736339,28.6362812,test 1
632,33,mungbean,88.4393979,29.0,36.0,25.0,48.56690235,4.0,7.130278657,28.28511547,test 1
633,36,mungbean,86.13316408,4.0,36.0,22.0,43.80041104,6.0,7.012740397,27.60887393,test 1
634,39,mungbean,86.99495766,10.0,59.0,22.0,36.94616965,5.0,7.155685016,28.60901145,test 1
635,7,mungbean,84.80084105,14.0,48.0,21.0,53.43228915,5.5,6.991242362,29.24598976,test 1
636,6,mungbean,89.1148059,8.0,50.0,21.0,50.49913241,5.5,6.218923893,28.62911222,test 1
637,44,mungbean,88.07505524,20.0,40.0,15.0,45.04467075,5.5,7.199495368,29.57329479,test 1
638,42,mungbean,87.16679147,36.0,43.0,22.0,58.37249772,5.5,6.389882166,27.82684262,test 1
639,43,mungbean,83.14796296,14.0,57.0,15.0,40.12044158,5.5,6.623438282,29.8757015,test 1
640,44,mungbean,88.50229102,11.0,60.0,23.0,51.09802625,5.5,7.033012777,27.33684386,test 1
641,42,mungbean,89.30428305,10.0,59.0,15.0,58.86687093,5.5,6.32400451,29.83040388,test 1
642,33,mungbean,82.76020821,7.0,60.0,25.0,56.04995423,5.5,6.397636709,28.2753171,test 1
643,32,mungbean,85.99127934,2.0,47.0,15.0,58.41394143,5.5,6.401455706,29.86860065,test 1
644,35,mungbean,89.9939693,20.0,45.0,22.0,54.96121262,5.5,6.904587016,29.5888162,test 1
645,31,mungbean,82.9116472,2.0,39.0,15.0,49.61865305,5.0,6.478557136,28.07219563,test 1
646,30,mungbean,89.99615558,27.0,40.0,24.0,52.84626009,5.5,7.063022095,27.84026517,test 1
647,25,mungbean,87.4512669,35.0,48.0,15.0,55.03723979,5.5,6.981758362,27.10818093,test 1
648,27,mungbean,81.94268594,4.0,59.0,25.0,54.62243308,6.5,6.227134139,27.68515114,test 1
649,28,mungbean,85.60472562,1.0,48.0,24.0,59.03629954,5.0,6.232836962,29.34594634,test 1
650,31,mungbean,84.8593608,36.0,43.0,21.0,52.93031105,4.0,7.140437859,28.36319404,test 1
651,32,mungbean,89.80650642,11.0,46.0,24.0,56.52558045,5.5,6.459252023,27.65280218,test 1
652,33,mungbean,85.44815232,34.0,47.0,19.0,53.15223123,5.5,6.568795404,27.31372793,test 1
653,36,mungbean,86.89934108,21.0,44.0,18.0,50.46746116,6.5,7.12851089,27.06909959,test 1
654,39,mungbean,85.91625451,17.0,58.0,20.0,39.23831035,4.0,6.42937879,28.06642822,test 1
655,7,mungbean,81.13903037,25.0,40.0,21.0,44.17580911,6.0,6.248900919,27.73329078,test 1
656,6,mungbean,89.92908171,2.0,38.0,18.0,45.48591922,5.0,6.619891498,27.53632932,test 1
657,44,mungbean,84.28187572,9.0,48.0,20.0,56.09542002,5.5,6.377568542,29.66461594,test 1
658,42,mungbean,85.85384444,37.0,49.0,25.0,41.39081525,5.5,6.415459592,29.9145443,test 1
659,43,mungbean,87.59810657,36.0,38.0,15.0,57.99524359,5.5,6.320662012,28.36363858,test 1
660,44,mungbean,87.60890009,40.0,58.0,15.0,43.15411472,5.5,6.978400282,29.46416042,test 1
661,42,mungbean,82.89166381,30.0,44.0,16.0,50.91511275,5.5,6.442335593,29.73013036,test 1
662,33,mungbean,87.17649,1.0,59.0,23.0,43.78420984,5.5,7.184398832,27.46852989,test 1
663,32,mungbean,87.09979549,9.0,48.0,22.0,49.50812624,5.5,6.402926221,27.77076285,test 1
664,35,mungbean,88.48312598,14.0,41.0,17.0,36.45012824,5.5,7.085982325,29.12939524,test 1
665,31,mungbean,89.89593328,35.0,52.0,19.0,37.45680611,5.5,6.698574085,27.10606808,test 1
666,30,mungbean,86.94206817,31.0,48.0,17.0,53.79732545,5.5,6.594739424,28.88078945,test 1
667,25,mungbean,83.8001509,4.0,41.0,20.0,37.44800463,5.0,6.647965508,28.14720892,test 1
668,27,mungbean,80.14487166,30.0,37.0,25.0,54.7960127,5.5,7.120032489,29.89129144,test 1
669,28,mungbean,80.98004661,9.0,35.0,20.0,40.53173216,5.5,6.91380932,27.41503453,test 1
670,31,mungbean,89.4875022,20.0,41.0,20.0,50.9246554,6.5,7.073048264,29.27308605,test 1
671,32,mungbean,88.48587386,37.0,50.0,23.0,56.01913159,5.0,6.5304707,29.65296893,test 1
672,33,mungbean,82.67639542,34.0,35.0,21.0,58.18713162,4.0,6.684381357,28.44524991,test 1
673,36,mungbean,83.97586797,14.0,37.0,15.0,48.9366954,5.5,6.581351374,27.96235681,test 1
674,39,mungbean,81.97952224,23.0,39.0,22.0,42.02483277,5.5,6.86483915,29.25649321,test 1
675,7,mungbean,88.00989267,5.0,45.0,21.0,43.05130077,6.5,6.487124217,28.36291385,test 1
676,6,mungbean,86.49366929,22.0,37.0,20.0,39.26137642,4.0,6.605733068,27.62749466,test 1
677,44,mungbean,86.12194568,40.0,51.0,17.0,50.01534317,6.0,6.860602782,28.66086349,test 1
678,42,mungbean,87.11497805,27.0,56.0,20.0,51.53848218,5.0,6.41874299,29.2114218,test 1
679,43,mungbean,86.16063492,31.0,40.0,22.0,53.35486977,5.5,6.365513634,29.40889385,test 1
680,44,mungbean,84.8845732,38.0,36.0,21.0,36.12042927,5.5,6.556372966,28.02952623,test 1
681,42,mungbean,80.35005927,6.0,37.0,17.0,38.14476781,5.5,6.760694228,28.08657178,test 1
682,33,mungbean,80.28038146,6.0,47.0,18.0,40.16545979,5.5,6.715276663,29.16174608,test 1
683,32,mungbean,80.03499648,24.0,44.0,17.0,50.66487502,5.5,6.666380512,29.8596912,test 1
684,35,mungbean,83.6869203,25.0,59.0,19.0,43.95183726,5.5,6.626629798,29.06631494,test 1
685,31,mungbean,88.66663953,32.0,56.0,21.0,58.29933073,5.5,6.702772465,27.38538997,test 1
686,30,mungbean,85.42058715,8.0,45.0,18.0,43.25095608,5.5,7.011030515,27.93034941,test 1
687,25,mungbean,81.8009244,19.0,39.0,17.0,44.47427436,5.5,6.890156495,29.2808618,test 1
688,27,mungbean,83.78911515,39.0,37.0,15.0,59.84499208,5.5,6.821747052,28.9973145,test 1
689,28,mungbean,86.5543196,33.0,37.0,19.0,43.4826194,5.0,7.183189922,27.92678579,test 1
690,31,mungbean,88.9570454,26.0,54.0,17.0,49.4897245,5.5,6.27258822,28.5474135,test 1
691,32,mungbean,89.1886954,21.0,51.0,15.0,48.30159325,5.5,6.679127482,29.36488409,test 1
692,33,mungbean,83.63802195,22.0,54.0,20.0,41.013132,6.5,6.689825155,28.56149805,test 1
693,36,mungbean,87.91332682,29.0,45.0,16.0,43.12063289,5.0,6.583381939,28.43683487,test 1
694,39,mungbean,80.45744422,4.0,40.0,21.0,44.30070517,4.0,6.725551062,28.79728147,test 1
695,7,mungbean,89.12760359,10.0,37.0,22.0,58.52974279,5.5,7.069747814,28.7275267,test 1
696,6,mungbean,83.52706038,4.0,44.0,19.0,43.25726752,5.5,6.921993878,27.95639663,test 1
697,44,mungbean,83.69659318,20.0,45.0,17.0,37.2464655,6.5,6.770955317,28.17458662,test 1
698,42,mungbean,86.69133979,23.0,45.0,23.0,56.12443206,4.0,6.983130466,28.77653519,test 1
699,43,mungbean,83.48991368,25.0,48.0,21.0,52.55469976,6.0,6.267684328,28.438097,test 1
700,44,blackgram,63.19915325,56.0,79.0,15.0,71.89090748,5.0,7.454532137,29.48439992,test 1
701,42,blackgram,68.13999721,25.0,62.0,21.0,67.15096376,5.5,7.040056094,26.73433965,test 1
702,33,blackgram,62.28814857,42.0,61.0,22.0,70.23207557,5.5,7.418650668,26.27274407,test 1
703,32,blackgram,67.21113844,42.0,73.0,25.0,73.23573601,5.5,6.501869314,34.03679184,test 1
704,35,blackgram,65.06601664,44.0,58.0,18.0,72.49507741,5.5,6.814410928,28.03644051,test 1
705,31,blackgram,65.33538112,50.0,55.0,16.0,62.26242533,5.5,7.581442888,28.81460716,test 1
706,30,blackgram,64.28791388,35.0,72.0,21.0,66.85510868,5.5,7.741418772,34.03619494,test 1
707,25,blackgram,61.57072498,30.0,64.0,20.0,68.02199825,5.5,6.573531614,33.8642935,test 1
708,27,blackgram,68.68401492,27.0,64.0,21.0,73.67166182,5.5,7.543804223,32.84213012,test 1
709,28,blackgram,63.36085585,50.0,74.0,17.0,73.84949872,5.5,6.5408208,27.10053268,test 1
710,31,blackgram,61.18235808,39.0,73.0,24.0,69.28607828,5.5,7.22405917,25.65842532,test 1
711,32,blackgram,66.61452812,57.0,67.0,25.0,64.55882254,5.0,7.551364319,32.34744009,test 1
712,33,blackgram,68.32176769,52.0,63.0,19.0,67.53021213,5.5,6.928898659,29.58949031,test 1
713,36,blackgram,68.79427388,55.0,66.0,22.0,66.63830637,5.5,7.747775263,30.91219459,test 1
714,39,blackgram,64.2097765,51.0,56.0,18.0,70.86340755,6.5,6.706505915,28.12787838,test 1
715,7,blackgram,69.34811988,36.0,66.0,15.0,67.1367443,5.0,6.668238556,30.08545364,test 1
716,6,blackgram,62.51007687,59.0,55.0,19.0,68.97097538,4.0,7.332375138,31.74379487,test 1
717,44,blackgram,62.50460464,50.0,58.0,23.0,69.75555541,5.5,7.596802025,27.81326852,test 1
718,42,blackgram,64.59457409,30.0,65.0,25.0,71.50569456,5.5,7.70650895,32.88733849,test 1
719,43,blackgram,64.98742947,20.0,62.0,18.0,61.91208707,6.5,7.366542647,29.36358721,test 1
720,44,blackgram,67.5861883,58.0,71.0,15.0,74.01229707,4.0,6.919243702,27.82592799,test 1
721,42,blackgram,60.44848407,25.0,71.0,24.0,74.91559514,6.0,7.187721818,28.49538735,test 1
722,33,blackgram,68.53997144,52.0,71.0,16.0,71.78615328,5.0,7.075886472,27.74274761,test 1
723,32,blackgram,67.66323804,40.0,63.0,18.0,63.02473185,5.5,6.74441168,30.41588462,test 1
724,35,blackgram,69.09047809,20.0,60.0,25.0,61.19250859,5.5,6.726469088,27.3254209,test 1
725,31,blackgram,61.69295127,48.0,61.0,21.0,65.62859526,5.5,6.628264883,30.28496619,test 1
726,30,blackgram,61.53278622,49.0,68.0,22.0,63.49726331,5.5,7.127064207,28.56840626,test 1
727,25,blackgram,66.6379724,48.0,62.0,15.0,65.81655892,5.5,7.538631462,25.36586097,test 1
728,27,blackgram,65.26774011,32.0,66.0,17.0,70.1415139,5.5,7.162357641,34.9466155,test 1
729,28,blackgram,67.72837887,21.0,63.0,22.0,74.61649888,5.5,6.859409487,25.09737391,test 1
730,31,blackgram,64.34848735,20.0,72.0,19.0,65.820457,5.5,7.397190844,32.47648301,test 1
731,32,blackgram,68.59232289,25.0,65.0,21.0,69.24464096,5.5,6.880245789,33.86351172,test 1
732,33,blackgram,60.37332688,41.0,78.0,21.0,70.88787207,5.5,6.581313137,25.19857725,test 1
733,36,blackgram,69.01852894,53.0,67.0,17.0,61.46892873,5.0,7.296972161,31.77681682,test 1
734,39,blackgram,63.59948557,39.0,60.0,21.0,64.72797143,5.5,6.97297656,34.89814946,test 1
735,7,blackgram,68.63525428,25.0,76.0,17.0,62.3061735,5.5,7.241148507,31.74105409,test 1
736,6,blackgram,66.76017239,21.0,78.0,19.0,69.85112265,6.5,6.92009048,27.16159076,test 1
737,44,blackgram,67.88521396,57.0,60.0,17.0,73.58663968,5.0,7.504608385,26.23773129,test 1
738,42,blackgram,60.06534859,56.0,75.0,15.0,66.37171179,4.0,7.152272256,30.20157245,test 1
739,43,blackgram,67.83563765,49.0,72.0,15.0,74.86960831,5.5,7.137004749,31.55846339,test 1
740,44,blackgram,69.0854554,24.0,80.0,19.0,65.66436565,5.5,6.808041722,29.67892453,test 1
741,42,blackgram,67.7017527,49.0,76.0,18.0,60.4693835,6.5,7.393631868,27.05365239,test 1
742,33,blackgram,61.38597868,28.0,68.0,19.0,72.43169115,4.0,7.69950698,34.63880966,test 1
743,32,blackgram,62.93692886,55.0,78.0,21.0,63.57445989,6.0,6.602888249,33.39438752,test 1
744,35,blackgram,63.37230676,50.0,64.0,25.0,70.25496749,5.0,6.734447425,28.84079155,test 1
745,31,blackgram,63.0563645,34.0,80.0,19.0,71.48327008,5.5,6.521217963,31.49338309,test 1
746,30,blackgram,63.95425534,20.0,68.0,23.0,63.1830529,5.5,7.707332484,25.54960633,test 1
747,25,blackgram,69.69366426,55.0,67.0,16.0,70.27184748,5.5,6.596719015,34.37329112,test 1
748,27,blackgram,63.11296779,23.0,70.0,15.0,60.41790253,5.5,7.403623355,34.6008247,test 1
749,28,blackgram,64.94329356,53.0,74.0,15.0,72.17818157,5.5,7.517097,29.43463808,test 1
750,31,blackgram,67.90577375,26.0,67.0,16.0,67.83345933,5.5,7.17620823,29.10713092,test 1
751,32,blackgram,65.71765781,33.0,80.0,22.0,70.0866434,5.5,6.593961761,28.57006111,test 1
752,33,blackgram,69.3478631,37.0,79.0,19.0,69.40878198,5.5,7.143942758,27.54384835,test 1
753,36,blackgram,68.93875631,33.0,75.0,21.0,62.30278274,5.5,6.690655045,33.04687968,test 1
754,39,blackgram,69.96100028,22.0,55.0,20.0,61.16350463,5.5,7.423530351,33.95309131,test 1
755,7,blackgram,60.11680815,20.0,68.0,17.0,71.72980375,5.0,6.578714843,30.11873003,test 1
756,6,blackgram,66.17587668,43.0,68.0,20.0,69.43895491,5.5,7.497469256,29.57812712,test 1
757,44,blackgram,68.01232937,44.0,76.0,22.0,68.91754359,5.5,7.775306272,27.26458947,test 1
758,42,blackgram,64.24992106,34.0,60.0,16.0,63.85668948,6.5,7.322555223,31.35730791,test 1
759,43,blackgram,66.55723677,21.0,72.0,17.0,61.71111448,5.0,7.580527339,31.52104732,test 1
760,44,blackgram,64.25510719,25.0,68.0,19.0,67.47677295,4.0,7.108450121,29.39982732,test 1
761,42,blackgram,64.14928485,41.0,62.0,15.0,65.24194361,5.5,7.358974541,29.38400259,test 1
762,33,blackgram,61.88871127,28.0,65.0,23.0,74.24459122,5.5,7.405176138,28.38686534,test 1
763,32,blackgram,63.53604453,35.0,64.0,15.0,69.5274407,6.5,6.500144962,28.47442276,test 1
764,35,blackgram,61.14508627,52.0,58.0,16.0,71.36947525,4.0,7.167435834,30.64095781,test 1
765,31,blackgram,61.36669662,58.0,75.0,25.0,68.64685069,6.0,7.261791753,25.25596239,test 1
766,30,blackgram,60.18122078,34.0,66.0,19.0,73.44678678,5.0,7.586642101,32.97030511,test 1
767,25,blackgram,66.60416867,52.0,70.0,16.0,67.32520551,5.5,7.534811833,33.66855394,test 1
768,27,blackgram,67.99803573,23.0,57.0,19.0,73.40452716,5.5,7.251000789,32.83963757,test 1
769,28,blackgram,62.90020977,42.0,58.0,25.0,69.46020927,5.5,6.513620918,27.45853567,test 1
770,31,blackgram,69.84354028,37.0,62.0,17.0,74.62068748,5.5,7.121254928,25.68576704,test 1
771,32,blackgram,64.14800537,44.0,75.0,22.0,71.21006868,5.5,7.574561547,30.0328403,test 1
772,33,blackgram,68.27085245,21.0,80.0,20.0,64.32887142,5.5,7.350869792,28.20667264,test 1
773,36,blackgram,61.18956161,56.0,76.0,16.0,63.29900785,5.5,7.513151076,28.27265858,test 1
774,39,blackgram,64.2020154,29.0,76.0,15.0,69.68862306,5.5,7.025607706,28.5417236,test 1
775,7,blackgram,61.61367264,43.0,61.0,20.0,63.51822045,5.5,6.804253866,26.87187036,test 1
776,6,blackgram,68.77994074,55.0,60.0,15.0,64.11411069,5.5,7.163043872,32.79766751,test 1
777,44,blackgram,64.51136845,44.0,63.0,15.0,63.46546487,5.0,7.338929556,26.42333018,test 1
778,42,blackgram,63.38789228,29.0,67.0,21.0,63.02169909,5.5,6.621323612,29.79181107,test 1
779,43,blackgram,67.10464369,47.0,63.0,16.0,72.50669768,5.5,6.661870999,27.44003279,test 1
780,44,blackgram,65.14877461,40.0,68.0,17.0,70.40795007,6.5,7.733149554,34.1262979,test 1
781,42,blackgram,64.23364112,58.0,61.0,15.0,62.78730907,5.0,7.402891666,30.94908189,test 1
782,33,blackgram,61.02701476,41.0,74.0,18.0,73.37686831,4.0,6.599147298,28.75751783,test 1
783,32,blackgram,66.10123083,58.0,79.0,17.0,62.31842057,5.5,7.04174124,27.24766491,test 1
784,35,blackgram,66.770943,27.0,62.0,24.0,62.2737345,5.5,7.353876754,28.63005477,test 1
785,31,blackgram,63.64698302,27.0,60.0,17.0,64.42177127,6.5,7.026795359,26.41768321,test 1
786,30,blackgram,66.15665137,52.0,65.0,20.0,68.83924882,4.0,6.814301033,32.81705216,test 1
787,25,blackgram,65.91359954,44.0,55.0,25.0,71.16331975,6.0,7.42160832,29.6321052,test 1
788,27,blackgram,62.73317204,21.0,62.0,24.0,65.45328463,5.0,6.847382891,33.49077065,test 1
789,28,blackgram,66.74217464,60.0,59.0,22.0,74.22238583,5.5,7.191522601,31.86847286,test 1
790,31,blackgram,65.62971858,33.0,77.0,21.0,71.64631281,5.5,7.01285529,30.32992227,test 1
791,32,blackgram,66.31394098,59.0,58.0,17.0,62.83469851,5.5,7.368318809,28.546224,test 1
792,33,blackgram,67.88811637,29.0,63.0,17.0,66.47264636,5.5,7.26154329,30.02629908,test 1
793,36,blackgram,60.13263713,59.0,63.0,18.0,66.69096751,5.5,6.52669158,31.65531175,test 1
794,39,blackgram,63.54718862,29.0,70.0,15.0,74.16699119,5.5,6.872594461,30.33499674,test 1
795,7,blackgram,65.67718163,58.0,73.0,16.0,64.89517488,5.5,6.874142175,33.36984395,test 1
796,6,blackgram,62.99303471,55.0,77.0,22.0,64.77651469,5.5,7.76061831,31.4345059,test 1
797,44,blackgram,63.29103387,42.0,79.0,23.0,68.56507978,5.5,6.781841984,27.71678273,test 1
798,42,blackgram,61.3009051,44.0,77.0,21.0,61.83876146,5.5,7.326980454,32.63918668,test 1
799,43,blackgram,67.77954584,38.0,62.0,25.0,63.37784443,5.0,7.453975408,32.7477393,test 1
800,44,lentil,63.49802189,32.0,76.0,15.0,43.35795377,5.5,7.604110177,28.05153602,test 1
801,42,lentil,63.27771461,13.0,61.0,22.0,46.83130119,5.5,7.728832424,19.44084326,test 1
802,33,lentil,60.63872613,38.0,60.0,20.0,46.80452595,6.5,7.491217102,29.84823072,test 1
803,32,lentil,69.92375891,11.0,74.0,17.0,46.6352865,5.0,6.633864582,21.36383757,test 1
804,35,lentil,68.51966729,37.0,71.0,16.0,46.13833007,4.0,7.324863481,26.28663931,test 1
805,31,lentil,62.13873825,29.0,71.0,18.0,53.46622584,5.5,6.410441476,22.17499963,test 1
806,30,lentil,60.97876599,2.0,72.0,18.0,50.89110726,5.5,7.836719564,26.57597546,test 1
807,25,lentil,66.14007674,6.0,59.0,21.0,50.90994463,6.5,6.139215944,26.58972517,test 1
808,27,lentil,62.57526895,13.0,64.0,20.0,36.46946971,4.0,6.590571088,19.1345771,test 1
809,28,lentil,69.15640149,8.0,58.0,17.0,35.15426171,6.0,7.286049978,28.75273118,test 1
810,31,lentil,60.2816298,6.0,77.0,20.0,49.14337177,5.0,6.058306161,25.78746268,test 1
811,32,lentil,61.78779413,2.0,75.0,22.0,52.55730112,5.5,6.658605362,23.89271875,test 1
812,33,lentil,63.18832976,3.0,69.0,23.0,42.96018627,5.5,7.299360767,28.67408774,test 1
813,36,lentil,61.77336343,27.0,80.0,24.0,49.02366803,5.5,7.815210661,28.42062847,test 1
814,39,lentil,62.60136323,39.0,78.0,15.0,41.78219834,5.5,5.925391795,21.35499456,test 1
815,7,lentil,63.18738532,40.0,79.0,17.0,38.71834464,5.5,6.403683619,21.12695586,test 1
816,6,lentil,61.62313345,37.0,62.0,22.0,49.78102578,5.5,7.397546271,24.02037872,test 1
817,44,lentil,65.8567539,31.0,60.0,24.0,51.92057267,5.5,7.722335992,25.40474421,test 1
818,42,lentil,64.49166566,22.0,67.0,22.0,54.9393771,5.5,7.475926645,29.03017561,test 1
819,43,lentil,68.65257685,3.0,78.0,18.0,50.89732989,5.5,6.887130053,20.21368219,test 1
820,44,lentil,68.01965728,4.0,80.0,16.0,44.93261911,5.5,7.441976825,29.19585548,test 1
821,42,lentil,69.6897615,13.0,61.0,24.0,49.39111479,5.0,7.629910253,18.29783597,test 1
822,33,lentil,63.41785982,12.0,66.0,20.0,44.43177543,5.5,7.336117221,27.41434987,test 1
823,32,lentil,60.09116626,4.0,61.0,21.0,48.77790371,5.5,6.75020529,24.84063998,test 1
824,35,lentil,67.31323084,9.0,60.0,21.0,40.37113729,6.5,7.52178027,29.94413861,test 1
825,31,lentil,67.55109024,18.0,66.0,22.0,47.89645224,5.0,6.347379185,25.87990287,test 1
826,30,lentil,65.84395319,32.0,56.0,18.0,46.05333124,4.0,7.135251532,20.0467711,test 1
827,25,lentil,66.70897237,6.0,72.0,15.0,54.49044154,5.5,7.670178119,22.99451999,test 1
828,27,lentil,66.92642362,15.0,77.0,20.0,49.04015558,5.5,7.399749291,25.13163619,test 1
